# MRCA(targets): 1375, Aerococcus
# MRCA(targets+neighbors): 186827, Aerococcaceae
# Type  Taxon-ID  Name                                              Genomes
tt      1116703   Aerococcus sp. C179-PCA-T3P21                     -
tt      1116704   Aerococcus sp. C201-PCA-T3P21                     -
tt      1116705   Aerococcus sp. C203-PCA-T3P21                     -
tt      1116706   Aerococcus sp. C28-PCA-T3P21                      -
tt      1116708   Aerococcus sp. C36-PCA-T3P21                      -
tt      1116710   Aerococcus sp. C45-PCA-T3P21                      -
tt      1116711   Aerococcus sp. C65-PCA-T3P21                      -
tt      1116712   Aerococcus sp. C7-PCA-T3P21                       -
tt      1116713   Aerococcus sp. C70-PCA-T3P21                      -
tt      1116716   Aerococcus sp. C78-PCA-T3P21                      -
tt      1116717   Aerococcus sp. C91-PCA-T3P21                      -
tt      1116718   Aerococcus sp. C92-PCA-T3P21                      -
tt      1116753   Aerococcus sp. Z16-SB-E14                         -
tt      1116754   Aerococcus sp. Z19-SB-E14                         -
tt      1116756   Aerococcus sp. Z20-SB-E14                         -
tt      1116757   Aerococcus sp. Z23-SB-E14                         -
tt      1116758   Aerococcus sp. Z26-SB-E14                         -
tt      1116759   Aerococcus sp. Z29-SB-E14                         -
tt      1116761   Aerococcus sp. Z31-SB-E14                         -
tt      1116762   Aerococcus sp. Z33-SB-E14                         -
tt      1116763   Aerococcus sp. Z34-SB-E14                         -
tt      1116764   Aerococcus sp. Z35-SB-E14                         -
tt      1116765   Aerococcus sp. Z36-SB-E14                         -
tt      1116766   Aerococcus sp. Z37-SB-E14                         -
tt      1116767   Aerococcus sp. Z38-SB-E14                         -
tt      1116770   Aerococcus sp. Z7-SB-E14                          -
tt      1116771   Aerococcus sp. Z8-SB-E14                          -
tt      1116786   Aerococcus sp. S12-SB-T2P11                       -
tt      1116787   Aerococcus sp. S18-SB-T2P11                       -
tt      1116788   Aerococcus sp. S7-SB-T2P11                        -
tt      1116790   Aerococcus sp. T75-SB-T3P11                       -
tt      1116791   Aerococcus sp. T86-SB-T3P11                       -
tt      1116792   Aerococcus sp. T9-SB-T3P11                        -
tt      1116793   Aerococcus sp. T90-SB-T3P11                       -
tt      1116794   Aerococcus sp. T96-SB-T3P11                       -
tt      1120952   Aerococcus urinaeequi DSM 20341 = CCUG 28094      -
tt      1134846   Aerococcus sp. GCNN9_I                            -
tt      1175629   Aerococcus viridans LL1                           -
tt      1185773   Aerococcus sp. enrichment culture clone WW1_3-68  -
t       1216979   Aerococcus urinae NBRC 15544 = CCUG 36881         -
tt      1224906   Aerococcus sp. KK-14                              -
tt      1230807   Aerococcus sp. AECF-2                             -
tt      1230808   Aerococcus sp. AECF-27a                           -
tt      1230809   Aerococcus sp. AECF-4                             -
tt      1230810   Aerococcus sp. AECF-6                             -
tt      1230811   Aerococcus sp. AECF-7                             -
tt      1255702   Aerococcus viridans TL327A                        -
tt      1285196   Aerococcus sp. JSA07                              -
tt      1323230   Aerococcus vaginalis                              -
tt      1329219   Aerococcus sp. RS-BIG-35                          -
tt      1353053   Aerococcus sp. DFO-AE7-6c                         -
tt      1353054   Aerococcus sp. DFW-AE7-6a                         -
tt      1355662   Aerococcus sp. I12B-01124                         -
tt      1394735   Aerococcus sp. PJF10                              -
tt      1444354   Aerococcus sp. M_Sw_oHS_05/11_6_3(1)              -
tt      1444355   Aerococcus sp. M_Sw_oHS_06/11_6_3(2)              -
tt      1444356   Aerococcus sp. M_Sw_oHS_07/11_7_2(1)              -
tt      1444357   Aerococcus sp. M_Sw_oHS_08/11_5_2(1)              -
tt      1444358   Aerococcus sp. M_Sw_oHS_08/11_6_1(2)              -
tt      1444359   Aerococcus sp. M_Sw_oHS_09/10_2_2(2)              -
tt      1444360   Aerococcus sp. M_Sw_oHS_10/10_11_2(2)             -
tt      1449441   Aerococcus sp. DF34-E                             -
tt      1449442   Aerococcus sp. DF9n-C                             -
tt      1449443   Aerococcus sp. N8-C                               -
tt      1472884   Aerococcus sp. ZI1                                -
tt      1495954   Aerococcus sp. AK-42                              -
tt      1537282   Aerococcus sp. PJSI34                             -
tt      1537283   Aerococcus sp. PJSI36                             -
tt      1572773   Aerococcus sp. HMW-22                             -
tt      1579802   Aerococcus sp. HMW22_42                           -
tt      1579803   Aerococcus sp. HMW22_43                           -
tt      1579804   Aerococcus sp. HMW22_48                           -
tt      1579805   Aerococcus sp. HMW22_60                           -
tt      1581058   Aerococcus sp. HMSC23C02                          -
tt      1581084   Aerococcus sp. HMSC10H05                          -
tt      1581129   Aerococcus sp. HMSC06H08                          -
tt      1641649   Aerococcus sp. sed118                             -
tt      1647656   Aerococcus sp. S41                                -
tt      1651813   Aerococcus sp. 148a                               -
tt      1662124   Aerococcus sp. KK05                               -
tt      1672770   Aerococcus sp. N360PBVB02_1492r                   -
tt      1672771   Aerococcus sp. N360PBVB02_16S_27f                 -
tt      1679548   Aerococcus sp. MRSA147B15_13_3E                   -
tt      1679549   Aerococcus sp. MRSA150B15_13_3E                   -
tt      1680917   Aerococcus sp. A06_41                             -
tt      1680918   Aerococcus sp. B06_42                             -
tt      1680919   Aerococcus sp. C06_43                             -
tt      1680920   Aerococcus sp. C07_51                             -
tt      1680921   Aerococcus sp. D06_44                             -
tt      1680922   Aerococcus sp. E07_53                             -
tt      1680923   Aerococcus sp. F07_54                             -
tt      1680924   Aerococcus sp. G06_47                             -
tt      1680925   Aerococcus sp. G07_55                             -
tt      1680926   Aerococcus sp. G10_79                             -
tt      1680927   Aerococcus sp. H02_16                             -
tt      1680928   Aerococcus sp. H06_48                             -
tt      1680929   Aerococcus sp. H07_56                             -
tt      1692033   Aerococcus sp. G18.53                             -
tt      1715105   Aerococcus sp. HMSC062A02                         -
tt      1715159   Aerococcus sp. HMSC062B07                         -
tt      1715184   Aerococcus sp. HMSC035B07                         -
tt      1729605   Aerococcus sp. C26                                -
tt      1729606   Aerococcus sp. F116                               -
tt      1733940   Aerococcus sp. bw5                                -
tt      1734451   Aerococcus sp. PKL11                              -
tt      1739288   Aerococcus sp. HMSC075D05                         -
tt      1739333   Aerococcus sp. HMSC072A12                         -
tt      1739396   Aerococcus sp. HMSC061A03                         -
tt      1794329   Aerococcus sp. 307B4_12EGalle                     -
tt      1794330   Aerococcus sp. 323B3_12EGalle                     -
tt      1794331   Aerococcus sp. 615B2_12EGalle                     -
tt      1794332   Aerococcus sp. 616B2_12EGalle                     -
tt      1808495   Aerococcus sp. BR-36                              -
tt      1813377   Aerococcus sp. ADMK8                              -
tt      1834720   Aerococcus sp. HGLP-34                            -
tt      1834721   Aerococcus sp. HGLP-35                            -
tt      1844430   Aerococcus sp. BYHD2-1                            -
tt      1844431   Aerococcus sp. BYHD2-11                           -
tt      1844432   Aerococcus sp. BYHD3-1                            -
tt      1844462   Aerococcus sp. BYHD1-1                            -
tt      1862355   Aerococcus sp. 245CL                              -
tt      1862391   Aerococcus sp. SKR2                               -
tt      1872398   Aerococcus sp.                                    -
tt      1945961   Aerococcus sp. UBA6277                            -
tt      1981982   Aerococcus sp. 1KP-2016                           -
tt      2487350   Aerococcus sp. SJQ22                              -
tt      2618060   unclassified Aerococcus                           -
tt      2654098   Aerococcus sp. PSL25                              -
tt      2730366   Aerococcus sp. 1D-463                             -
tt      2730367   Aerococcus sp. 1D-488                             -
tt      2730390   Aerococcus sp. 1D-1724                            -
n       13075     Globicatella                                      -
n       13076     Globicatella sanguinis                            -
n       46123     Abiotrophia                                       -
n       46125     Abiotrophia defectiva                             chromosome:NZ_CP053988.1/CP053988.1
n       62321     Globicatella sp.                                  -
n       66831     Facklamia                                         -
n       66832     Facklamia sp. 164-92                              -
n       66833     Facklamia sp. 1440-97                             -
n       76631     Abiotrophia sp.                                   -
n       82347     Facklamia languida                                -
n       84521     Dolosicoccus paucivorans                          -
n       87458     Facklamia tabacinasalis                           -
n       87650     Facklamia sourekii                                -
n       88132     Eremococcus coleocola                             -
n       89092     Ignavigranum                                      -
n       89093     Ignavigranum ruoffiae                             -
n       120956    Facklamia miroungae                               -
n       136093    Globicatella sulfidifaciens                       -
n       137730    Facklamia ignava                                  -
n       171412    Eremococcus                                       -
n       171413    Dolosicoccus                                      -
n       178214    Facklamia hominis                                 -
n       186827    Aerococcaceae                                     -
n       189669    environmental samples                             -
n       189670    uncultured Globicatella sp.                       -
n       189673    environmental samples                             -
n       189674    uncultured Facklamia sp.                          -
n       191553    Abiotrophia para-adiacens                         -
n       224767    environmental samples                             -
n       224768    Abiotrophia sp. oral clone P4PA_155 P1            -
n       316094    uncultured Abiotrophia sp.                        -
n       319434    Abiotrophia sp. oral clone OH2A                   -
n       421073    Facklamia sp. H119                                -
n       467730    environmental samples                             -
n       467731    uncultured Aerococcaceae bacterium                -
n       592010    Abiotrophia defectiva ATCC 49176                  -
n       679481    Aerococcaceae bacterium 1168                      -
n       687905    Facklamia sp. KO_PS21                             -
n       749750    Facklamia sp. 126136/05                           -
n       768565    environmental samples                             -
n       768566    uncultured Eremococcus sp.                        -
n       768567    environmental samples                             -
n       768568    uncultured Ignavigranum sp.                       -
n       881649    unclassified Aerococcaceae                        -
n       883110    Facklamia hominis ACS-120-V-Sch10                 -
n       883111    Facklamia hominis CCUG 36813                      -
n       883112    Facklamia ignava CCUG 37419                       -
n       883113    Facklamia languida CCUG 37842                     -
n       908337    Eremococcus coleocola ACS-139-V-Col8              -
n       1121871   Eremococcus coleocola DSM 15696                   -
n       1121925   Globicatella sulfidifaciens DSM 15739             -
n       1151484   Globicatella sp. canine oral taxon 107            -
n       1151521   Abiotrophia sp. canine oral taxon 229             -
n       1151589   Globicatella sp. canine oral taxon 218            -
n       1164239   Facklamia sp. 'ARUP UnID 322'                     -
n       1164240   Facklamia sp. 'ARUP UnID 323'                     -
n       1164241   Facklamia sp. 'ARUP UnID 324'                     -
n       1164268   Globicatella sp. 'ARUP UnID 335'                  -
n       1164269   Globicatella sp. 'ARUP UnID 336'                  -
n       1164270   Globicatella sp. 'ARUP UnID 338'                  -
n       1164271   Globicatella sp. 'ARUP UnID 339'                  -
n       1164272   Globicatella sp. 'ARUP UnID 340'                  -
n       1223493   Globicatella sanguinis NBRC 15551                 -
n       1255651   Facklamia tabacinasalis FAM208_56                 -
n       1318907   Facklamia sp. HFH0027                             -
n       1318908   Facklamia sp. HGA0203                             -
n       1318909   Facklamia sp. HGB0016                             -
n       1318910   Facklamia sp. HGB0016a                            -
n       1318911   Facklamia sp. HGB0016b                            -
n       1408438   Facklamia sourekii ATCC 700629                    -
n       1577298   Globicatella sp. feline oral taxon 122            -
n       1581061   Abiotrophia sp. HMSC24B09                         -
n       1701102   Facklamia sp. 1548-02                             -
n       1701103   Facklamia sp. 2320B-03                            -
n       1739262   Facklamia sp. HMSC062C11                          -
n       1739315   Globicatella sp. HMSC072A10                       -
n       1764034   Facklamia sp. enrichment culture                  -
n       1822420   Facklamia sp. INB8                                -
n       1933090   environmental samples                             -
n       1933091   uncultured Dolosicoccus sp.                       -
n       2015592   Facklamia sp.                                     -
n       2036206   Suicoccus acidiformans                            chromosome:NZ_CP023434.1/CP023434.1
n       2053495   Aerococcaceae bacterium                           -
n       2058294   Vaginisenegalia massiliensis                      -
n       2608917   unclassified Abiotrophia                          -
n       2608918   Abiotrophia sp. H39                               -
n       2622293   unclassified Facklamia                            -
n       2636139   unclassified Globicatella                         -
n       2664442   Fundicoccus ignavus                               -
n       2678501   Facklamia sp. 252                                 -
n       2678502   Facklamia sp. 253                                 -
n       2683203   Vaginisenegalia                                   -
n       2689587   Suicoccus                                         -
n       2729352   Aerococcaceae bacterium WS 4962                   -
n       2729353   Aerococcaceae bacterium WS 5301                   -
n       2729354   Aerococcaceae bacterium WS 5302                   -
n       2729355   Aerococcaceae bacterium WS 5396                   -
n       2729356   Aerococcaceae bacterium WS 5397                   -
n       2729357   Aerococcaceae bacterium WS 5398                   -
n       2748684   Aerococcaceae bacterium INB8                      -
n       2749963   Aerococcaceae bacterium DSM 111176                -
n       2749964   Aerococcaceae bacterium DSM 111022                -
n       2749965   Aerococcaceae bacterium DSM 111020                -
n       2749967   Facklamia sp. DSM 111018                          -
n       2749968   Facklamia sp. DSM 111019                          -
n       2761542   Fundicoccus                                       -
n       2774330   Aerococcaceae bacterium zg-1292                   chromosome:CP065955.1
n       2786948   Aerococcaceae bacterium zg-BR9                    -
n       2786952   Aerococcaceae bacterium zg-BR22                   -
n       2796350   Aerococcaceae bacterium 1578                      -
n       2796928   Aerococcaceae bacterium zg-252                    chromosome:CP066204.1
n       2814590   Aerococcaceae bacterium zg-A91                    -
n       2814591   Aerococcaceae bacterium zg-B36                    -
n       2814592   Aerococcaceae bacterium zg-BR33                   -
n       2824563   Aerococcaceae bacterium zg-ZUI334                 -
